title,type,ontology/birthDate,ontology/deathDate,ontology/deathCause_label
James_Norton_(solicitor),Politician,1795-07-27,1862-08-31,Systemic lupus erythematosus
James_P._Hosty,Other,1924-08-28,2011-06-10,Prostate cancer
James_Riely_Gordon,Other,1863-08-02,1937-03-16,Stroke
James_Timberlake,Other,1846-03-22,1891-02-21,Opioid overdose
James_W._Booth,Politician,1822-09-09,1876-09-14,Cardiovascular disease
James_Wallace_Conant,Businessperson,1862-08-10,1906-03-14,Myocardial infarction
James_Zadroga,Other,1971-02-08,2006-01-05,World Trade Center (1973–2001)
Jamisha_Gilbert,Other,1995-03-29,2013-12-04,Hypothermia
Jan_Hilgers,Other,1886-12-19,1945-07-21,Fatigue (medical)
Jane_Lumb,Artist,1942-11-23,2008-02-08,Breast cancer
Jane_McGrath,Other,1966-05-04,2008-06-22,Breast cancer
Jane_Thurgood-Dove,Other,1963-03-17,1997-11-06,Murder
Jane_Whiteside,Artist,1855-02-05,1875-01-17,Drowning
Jane_du_Pont_Lunger,Other,1914-06-20,2001-09-18,Cancer
Janet_Blair,Artist,1921-04-23,2007-02-19,Pneumonia
Janet_Liang,Activist,1987-01-06,2012-09-12,Acute lymphoblastic leukemia
Janet_Margolin,Artist,1943-07-25,1993-12-17,Ovarian cancer
Janis_Babson,Other,1950-09-09,1961-05-12,Leukemia
Jasuben_Shilpi,Other,1948-12-10,2013-01-14,Cardiac arrest
Jay_Leggett,Artist,1963-08-09,2013-11-23,Myocardial infarction
Jay_Young,Other,1949-10-01,2006-08-23,Myocardial infarction
Jean-Luc_Delarue,Other,1964-06-24,2012-08-23,Stomach cancer
Jean_Gillie,Artist,1915-10-14,1949-02-19,Pneumonia
Jean_Willes,Artist,1923-04-15,1989-01-03,Liver cancer
Jeanette_Nolan,Artist,1911-12-30,1998-06-05,Stroke
Jeanne_Robinson,Artist,1948-03-30,2010-05-30,Bladder cancer
Jeffrey_Zaslow,Artist,1958-10-06,2012-02-10,Traffic collision
Jeniffer_Viturino,Other,1993-05-13,2011-04-08,Suicide
Jennifer_Worth,Artist,1935-09-25,2011-05-31,Esophageal cancer
Jeremy_Glick,Other,1970-09-03,2001-09-11,United Airlines Flight 93
Jeremy_Sinden,Artist,1950-06-14,1996-05-29,Lung cancer
Jeremy_Slate,Artist,1926-02-17,2006-11-19,Esophageal cancer
John_Eliot_(statesman),Other,1592-04-11,1632-11-27,Tuberculosis
John_F._Dickson,Other,1821-11-30,1880-09-12,Stomach cancer
John_Gates_(courtier),Other,,1553-08-22,Decapitation
John_H._McCullagh,Other,,1893-03-06,Rheumatism
John_H._Sengstacke,Businessperson,1912-11-25,1997-05-28,Stroke
John_Handcox,Artist,1904-02-05,1992-09-18,Cancer
John_Hartnell,Other,,1846-01-04,Lead poisoning
John_Henning_(journalist),Other,1937-05-22,2010-07-07,Complication (medicine)
John_Henry_Manny,Other,1825-11-28,1856-01-31,Tuberculosis
John_Hugo_Loudon,Businessperson,1905-06-27,1996-02-04,Respiratory failure
John_J._Hoover,Businessperson,,1880-04-28,Lynching
John_Jacob_Hess,Other,1584-05-17,,Tuberculosis
John_Jay_O'Connor,Other,1930-01-10,2009-11-11,Alzheimer's disease
John_Kanzius,Other,1944-03-01,2009-02-18,Pneumonia
John_Kelly_Fitzpatrick,Artist,,1953-04-18,Myocardial infarction
John_Lawson_(cyclist),Other,1872-05-13,1902-03-14,Pneumonia
John_Lounsbery,Other,1911-03-09,1976-02-13,Heart failure
John_M._Fitzpatrick,Other,1948-07-15,2014-05-14,Subarachnoid hemorrhage
John_Marshall_(surgeon),Other,1818-09-11,1891-01-01,Pneumonia
John_Mitchum,Artist,1919-09-06,2001-11-29,Stroke
John_Ordronaux_(doctor),Other,,1908-01-20,Apoplexy
John_P._Finnegan,Artist,"['1926-08-18', '1926-08-26']",2012-07-29,Pneumonia
John_P._McGarr,Artist,1964-09-25,2010-03-25,Traffic collision
John_P._Townsend,Other,,1898-09-10,Myocardial infarction
John_Palmer_(TV_journalist),Other,1935-09-10,2013-08-03,Pulmonary fibrosis
John_Rogan,Other,1865-02-16,1905-09-12,Ankylosis
"John_Rolls,_2nd_Baron_Llangattock",Other,1870-04-25,1916-10-31,Battle of the Somme
John_Ronald_Shafto_Adair,Other,1893-05-22,1960-06-27,Coronary occlusion
John_S._Folk,Other,,1885-06-25,Edema
John_S._Knight,Other,1894-10-26,1981-06-16,Myocardial infarction
John_S._Lesmeister,Politician,1955-10-03,2006-02-28,Death by natural causes
John_Sebastian_Marlowe_Ward,Other,1885-12-22,1949-07-02,Myocardial infarction
John_Selman,Other,1839-11-16,1896-04-06,George Scarborough
John_Smith_(actor),Artist,1931-03-06,"['1995-01-25', '2015-01-25']",Cirrhosis
John_Sontag,Other,1861-05-27,1893-07-03,Tetanus
John_Thomas_Idlet,Other,"['1930-12-31', '1931-12-31']",2002-03-29,Heart failure
John_Thomson_Mason_(1787–1850),Politician,1787-01-08,1850-04-17,Cholera
John_Van_Alstyne_Weaver,Artist,1893-07-17,1938-06-14,Tuberculosis
John_W._Grace,Other,1927-01-06,2009-02-05,Myocardial infarction
Johnny_Cash,Artist,"['1930-02-26', '1932-02-26']",2003-09-12,Diabetes mellitus
Johnny_Lee_(actor),Artist,1898-07-04,1965-12-12,Myocardial infarction
Jon_Brower_Minnoch,Other,1941-09-29,1983-09-10,Edema
Jon_Garth_Murray,Activist,1954-11-16,1995-09-29,Murder
Jon_Stone,Artist,1931-04-13,1997-03-30,Amyotrophic lateral sclerosis
Jonathas_Granville,Other,1785-12-05,,Assassination
Jorge_Russek,Artist,1932-01-04,1998-07-30,Myocardial infarction
Joseph-Alphonse-Omer_de_Valbelle,Other,1729-06-18,1818-11-18,Apoplexy
Joseph_A._Bennett,Artist,1968-03-28,"['2015-04-13', '2015-04-15']",Suicide by hanging
Joseph_Aloysius_Durick,Other,1914-10-13,1994-06-26,Cancer
Joseph_Boyer,Other,,1930-10-24,Pneumonia
Joseph_D._Bryant,Other,1845-03-12,1914-04-07,Diabetes mellitus
Joseph_Dippolito,Other,1914-12-18,1974-01-14,Myocardial infarction
Joseph_Humphreys,Other,"['1872-10-17', '1872-10-18']","['1936-07-10', '1937-07-10']",Stroke
Joseph_Isherwood,Other,1870-06-23,1937-10-24,Pneumonia
Joseph_Kahahawai,Other,1909-12-25,1932-01-08,Homicide
Joseph_M._Pallissard,Other,"['1886-01-04', '1911-10-20']",1960-05-24,Myocardial infarction
Joseph_Morton_(correspondent),Other,,1945-01-24,Execution by shooting
"Joseph_Peter_Grace,_Sr.",Businessperson,1872-06-09,1950-07-15,Stroke
Joseph_Sargent,Other,1925-07-22,2014-12-22,Cardiovascular disease
Joseph_Thomas_Walker,Other,1908-01-26,1952-04-29,Hodgkin's lymphoma
Josephine_Airey,Other,,1899-10-25,Pneumonia
Josephine_Bracken,Other,1876-10-03,1902-03-15,Tuberculosis
Josephine_Premice,Artist,1926-07-21,2001-04-13,Chronic obstructive pulmonary disease
José_Carlos_Schwarz,Artist,1949-12-06,1977-05-27,Aeroflot Flight 331
José_Ignacio_Cabrujas,Artist,1937-07-17,1995-10-21,Myocardial infarction
José_María_Castiñeira_de_Dios,Other,1920-03-30,"['2015-05-02', '2015-05-12']",Pneumonia
José_Montalvo,Other,1946-09-09,1994-08-15,Colorectal cancer
José_Rizal,Activist,1861-06-19,1896-12-30,Execution by firing squad
José_Wilker,Artist,1944-08-20,2014-04-05,Myocardial infarction
Joyce_Vincent,Other,"['1965-07-01', '1965-10-19']",,Asthma
Juan_Nepomuceno_Guerra,Other,1915-07-18,2001-07-12,Respiratory disease
Judith_Evelyn,Artist,1909-03-20,1967-05-07,Cancer
Judith_Trim,Other,1943-10-11,2001-01-09,Breast cancer
Judy_Freudberg,Artist,1949-07-12,2012-06-10,Brain tumor
Jules_Berry,Artist,1883-02-09,1951-04-23,Myocardial infarction
Julia_Bruns,Artist,,1927-12-24,Alcohol intoxication
Julia_Dean_(stage_actress),Artist,1830-07-22,1868-03-06,Childbirth
Julia_Trevelyan_Oman,Other,1930-07-11,2003-10-10,Pancreatic cancer
Julius_Carry,Artist,1952-03-12,2008-08-19,Pancreatic cancer
Julius_Fleischmann,Other,1871-06-08,1925-02-05,Cardiovascular disease
Julius_Tafel,Other,1862-06-02,1918-09-02,Suicide
Junius_Matthews,Artist,1890-06-12,1978-01-18,Death by natural causes
Jus_Addiss,Other,1917-06-23,1979-10-26,Lung cancer
Jørgen_Arboe-Rasmussen,Other,1925-03-05,1945-02-06,Ballistic trauma
Jørgen_Rydder,Other,1923-09-20,1944-06-23,Ballistic trauma
J._B._Matthews,Activist,1894-06-28,1966-07-16,Brain tumor
J._C._Hurewitz,Other,1914-11-11,2008-05-16,Pneumonia
Ja'far_ibn_Abi_Talib,Other,,,Battle of Mu'tah
Jack_Dragna,Other,1891-04-18,1956-02-23,Myocardial infarction
Jack_Favor,Other,1911-11-30,1988-12-27,Pancreatic cancer
Jack_Kirkbride,Artist,1923-03-31,2006-10-01,Aneurysm
Jack_Lipson,Artist,1901-01-17,1947-11-28,Myocardial infarction
Jack_Nelson_(journalist),Other,1929-10-11,2009-10-21,Pancreatic cancer
Jack_Nichols_(activist),Activist,1938-03-16,2005-05-02,Cancer
Jacksonville_Jane_Doe,Other,,,Homicide
Jacob_B._Warlow,Other,,1890-08-27,Apoplexy
Jacob_Orgen,Other,,1927-10-16,Murder
Jacqueline_B._Vaughn,Other,1935-07-27,1994-01-22,Breast cancer
Jacques_l'Hermite,Other,,1624-06-02,Scurvy
Jagat_Murari,Other,,2007-04-15,Cancer
Jagdish_Chandra_Mahindra,Other,,,Myocardial infarction
Jaime_Agudelo,Artist,1926-11-10,2009-12-21,Respiratory failure
Jake_Bilardi,Other,1996-12-01,2015-03-11,Suicide attack
Jam_Sebastian,Other,1986-03-20,2015-03-04,Lung cancer
James_Augustine_Shannon,Other,1904-08-09,1994-05-20,Aortic aneurysm
James_Barton_(actor),Artist,1890-11-01,1962-02-19,Myocardial infarction
James_Brady_(criminal),Other,,"['1904-09-02', '1904-09-03']",Tuberculosis
James_Callahan_(actor),Artist,1930-10-04,2007-08-03,Esophageal cancer
James_Carney_(American_priest),Other,,,Honduras
James_David_Barber,Other,1930-07-31,2004-09-12,Primary progressive aphasia
James_E._Lyon,Other,1927-08-25,1993-05-01,Pancreatic cancer
James_E._Rogers,Other,1938-09-15,2014-06-14,Cancer
James_Foley_(journalist),Other,1973-10-18,"['2014-08-19', '2014-08-20']",Decapitation
James_G._Hirsch,Other,1922-10-31,1987-05-25,Cancer
James_H._Nicholson,Other,1916-09-14,1972-12-10,Brain tumor
James_H._Snook,Other,1879-09-17,1930-02-28,Electric chair
James_John_Floyd,Other,,1783-04-10,Gunshot
James_Komack,Artist,1924-08-03,1997-12-24,Heart failure
Kaj_Leo_Kristensen,Other,1917-11-07,1945-03-17,Execution by firing squad
Kalthoum_Sarrai,Other,1962-09-25,2010-01-19,Breast cancer
Kara_Kennedy,Other,1960-02-27,2011-09-16,Myocardial infarction
Karen_Grigorian,Other,1947-09-07,1989-10-30,Suicide
Kari_Blackburn,Other,1954-03-30,2007-06-27,Suicide
Karl_Astel,Other,1898-02-26,1945-04-03,Suicide
Karl_Gustav_Stricker_Brøndsted,Other,1915-12-13,1945-02-27,Execution by firing squad
Karl_Paul_Kristian_Gylche,Other,"['1890-01-30', '1890-08-11']",1944-11-15,Erysipelas
Karla_Álvarez,Artist,1972-10-15,2013-11-15,Respiratory failure
Katalin_Karády,Artist,1910-12-08,1990-02-08,Death by natural causes
Katharine_Sergeant_Angell_White,Artist,1892-09-17,1977-07-20,Myocardial infarction
Kathleen_Maguire,Artist,1925-09-27,1989-08-09,Esophageal cancer
Kay_Aldridge,Artist,1917-07-09,1995-01-12,Myocardial infarction
Kazuko_Yanaga,Artist,1947-04-14,2014-11-01,Sepsis
Keene_Thompson,Artist,"['1884-11-15', '1885-11-15']","['1936-07-11', '1937-07-11']",Lobar pneumonia
Keene_Thompson,Artist,"['1884-11-15', '1885-11-15']","['1936-07-11', '1937-07-11']",Lobar pneumonia
Keene_Thompson,Artist,"['1884-11-15', '1885-11-15']","['1936-07-11', '1937-07-11']",Lobar pneumonia
Ken_Sansom,Artist,1927-04-02,2012-10-08,Stroke
Ken_Talbot,Businessperson,1950-08-26,2010-06-19,2010 Cameroon Aéro Service CASA C-212 Aviocar crash
Kenneth_W._Bilby,Businessperson,1918-10-07,1997-08-01,Leukemia
Kenton_Joel_Carnegie_wolf_attack,Other,1983-02-11,2005-11-08,Northwestern wolf
Kevin_James_(pornographic_actor),Artist,1954-11-17,1990-01-24,Testicular cancer
Kevin_Manser,Artist,1929-02-16,2001-12-21,Cancer
Kevin_O'Brien_(Texas_pastor),Other,1955-10-31,2008-02-27,Prostate cancer
Khuplam_Milui_Lenthang,Other,,2014-01-05,Old age
Kim_Yong-ki,Other,1908-09-05,1988-08-01,Cancer
King_Donovan,Artist,1918-01-25,1987-06-30,Cancer
Kirsten_Costas,Other,1968-07-23,1984-06-23,Stabbing
Kit_Burns,Other,1831-02-23,1870-12-19,Pneumonia
Kojo_Tovalou_Houénou,Activist,1887-04-25,1936-07-13,Typhoid fever
Komla_Dumor,Other,1972-10-03,2014-01-18,Cardiac arrest
Kozō_Andō,Other,1940-06-20,2003-10-08,Stroke
Krsto_Papić,Other,1933-12-07,2013-02-07,Stomach cancer
Kubec_Glasmon,Artist,1897-08-12,1938-03-13,Myocardial infarction
Kudmul_Ranga_Rao,Activist,1859-06-29,1928-01-30,Coronary thrombosis
Kuldip_Kaur,Artist,,,Tetanus
Kuldip_Kaur,Artist,,,Tetanus
Kumayl_ibn_Ziyad,Other,,,Umayyad Caliphate
Kurken_Alemshah,Other,1907-05-22,1947-12-14,Myocardial infarction
Kwok_Tak-Seng,Businessperson,,,Cardiac arrest
K._Balaji,Artist,1934-08-05,2009-05-02,Renal failure
K._C._S._Mani,Other,,1987-09-20,Tuberculosis
Lucy_Foster_Madison,Artist,1865-04-08,1932-03-16,Stroke
Lucy_Gordon_(actress),Artist,1980-05-22,2009-05-20,Suicide by hanging
Ludwig_Haberlandt,Other,1885-02-01,1932-07-22,Suicide
Ludwik_Gross,Other,1904-09-11,1999-07-19,Stomach cancer
Luis_Enrique_Vergara,Other,1922-05-13,1969-12-16,Myocardial infarction
Luo_Meizhen,Other,1885-07-09,2013-06-04,Death by natural causes
Luo_Yang,Other,,2012-11-25,Myocardial infarction
Lurene_Tuttle,Artist,1907-08-29,1986-05-28,Cancer
Lydia_Maria_Adams_DeWitt,Other,1859-02-01,1928-03-10,Arteriosclerosis
Lyle_Stevik,Other,,2001-09-16,Suicide by hanging
Lyman_S._Ayres,Businessperson,1824-09-04,1896-05-07,Nephritis
Lynn_Gilderdale,Other,1977-09-20,2008-12-04,Assisted suicide
Lynne_Cooper_Harvey,Other,,2008-05-03,Leukemia
László_Csatáry,Other,1915-03-04,2013-08-10,Pneumonia
László_Hudec,Other,1893-01-08,1958-10-26,Myocardial infarction
Ladislav_Nádaši-Jégé,Artist,1866-02-12,1940-07-02,Myocardial infarction
Lady_Flora_Hastings,Other,1806-02-11,1839-07-05,Liver tumor
Lady_of_the_Dunes,Other,,,Homicide
Lambert_Closse,Other,,1662-02-06,Iroquois
Lammot_du_Pont_II,Businessperson,1880-10-12,1952-06-24,Cardiovascular disease
Larry_Clemmons,Artist,1906-11-25,1988-07-27,Renal failure
Larry_Grey,Other,1894-09-13,1951-05-05,Suicide
Larry_Itliong,Activist,1913-10-25,1977-02-08,Amyotrophic lateral sclerosis
Larry_McKinley,Other,1927-12-13,2013-12-08,Chronic obstructive pulmonary disease
Larry_Newman_(aviator),Other,1947-09-28,2010-12-20,Pancreatic cancer
Larry_Stephens,Artist,1923-07-16,1959-01-26,Cerebral hemorrhage
Larry_Sultan,Other,1946-07-13,2009-12-13,Cancer
Laura_Marx,Other,1845-09-26,1911-11-25,Suicide
Laurie_Bartram,Artist,1958-05-16,2007-05-25,Pancreatic cancer
Lavoslav_Singer,Other,,,The Holocaust
Lee_Ae-jung,Artist,1987-03-17,2007-09-06,Brain tumor
Lee_Matasi,Artist,1981-12-27,2005-12-03,Murder
Lee_Philips,Artist,1927-01-10,1999-03-03,Progressive supranuclear palsy
"Leighton_Wilson_Hazelhurst,_Jr.",Other,1887-07-01,1912-06-11,Aviation accidents and incidents
Leo_Ferrari,Other,1927-12-08,2010-10-07,Alzheimer's disease
Leo_Müller,Businessperson,,,The Holocaust
Leonard_Greene,Other,1918-06-08,2006-11-30,Lung cancer
Leonard_Harris_(actor),Artist,1929-09-27,2011-08-28,Pneumonia
Leonard_Hatton,Other,1956-08-16,2001-09-11,Collapse of the World Trade Center
Leonard_Hurst,Other,1871-12-28,,Cirrhosis
Leonard_Lewisohn_(philanthropist),Other,1847-10-10,1902-03-05,Myocardial infarction
Leonard_W._Hatton_Jr.,Other,1956-08-16,2001-09-11,Collapse of the World Trade Center
Leonard_Warden_Bonney,Other,1884-12-04,1928-05-04,Aviation accidents and incidents
Les_Clark,Other,1907-11-17,1979-09-12,Cancer
Leslie_Coombs_Brand,Businessperson,1859-05-12,1925-04-10,Prostate cancer
Letitia_MacTavish_Hargrave,Other,,1854-09-18,Cholera
Letitia_Woods_Brown,Other,1915-10-24,1976-08-03,Cancer
Lew_Cody,Artist,1884-02-22,"['1934-05-21', '1934-05-31']",Myocardial infarction
Lewis_Hutchinson,Other,,,Hanging
Lie_Kim_Hok,Artist,1853-11-01,1912-05-06,Typhus
Lillian_Feickert,Other,1877-07-20,1945-01-21,Cerebral hemorrhage
Lin_Zhao,Other,1932-12-16,1968-04-29,Execution by firing squad
Linda_Griffiths,Artist,1953-10-07,2014-09-21,Breast cancer
Lionel_G._Wilson,Artist,1924-03-22,2003-04-30,Pneumonia
Lisa_Lynch,Other,1979-08-30,2013-03-11,Cancer
Lisbeth_Nypan,Other,,,Death by burning
Little_Miss_Lake_Panasoffkee,Other,,1971-01-20,Homicide
Lloyd_W._Bertaud,Other,1895-09-20,1927-09-06,Aviation accidents and incidents
Lois_Ann_Fairley,Other,1931-07-06,2007-07-19,Cancer
Lois_January,Artist,1913-10-05,2006-08-07,Alzheimer's disease
Lois_K._Miller,Other,1945-10-08,1999-11-09,Melanoma
Loke_Yew,Other,1845-10-09,1917-02-24,Malaria
Lola_Maverick_Lloyd,Activist,1875-11-24,1944-07-25,Pancreatic cancer
Lolo_Soetoro,Other,1935-01-02,1987-03-02,Liver failure
Lorraine_Geller,Artist,1928-09-11,1958-10-13,Heart failure
Lottie_Pickford,Artist,"['1893-06-09', '1895-06-09']",1936-12-09,Myocardial infarction
Lou_Butera,Other,1937-05-15,2015-06-26,Parkinson's disease
Louie_Beltran,Other,1936-04-04,1994-09-06,Myocardial infarction
Louis_Bloomfield,Businessperson,1906-08-08,1984-07-19,Myocardial infarction
Louis_Carpenter_(judge),Other,1829-12-14,"['1863-08-21', '1916-01-21']",Lawrence Massacre
Louis_Cohen,Other,1904-01-01,1939-01-28,Murder
Louis_Conradt,Other,1950-01-30,2006-11-05,Ballistic trauma
Louis_Falco,Artist,1942-08-02,1993-03-26,AIDS
Louis_H._Galbreath,Other,1861-12-22,1899-08-15,Typhoid fever
Louis_S._Weiss,Other,1894-02-07,1950-11-27,Myocardial infarction
Louis_Till,Other,1922-02-07,1945-07-02,Hanging
"Louis_de_Bourbon,_Bishop_of_Liège",Other,,1482-08-30,William I de La Marck
Lourdes_Libres_Rosaroso,Other,1935-02-11,2010-08-20,Breast cancer
Lowell_Sherman,Artist,1885-10-11,1934-12-28,Pneumonia
Luciano_Martino,Artist,1933-12-22,2013-08-14,Pulmonary edema
Luciano_Salce,Other,1922-09-25,1989-12-17,Myocardial infarction
Lucile_Carter,Other,1875-10-08,1934-10-26,Myocardial infarction
Lucille_Ricksen,Artist,"['1909-08-22', '1910-08-22']",1925-03-13,Tuberculosis
M._H._Douglas,Other,1910-10-02,1964-03-30,Myocardial infarction
Mabel_Van_Buren,Artist,1878-07-17,1947-11-04,Pneumonia
Maggie_Renfro,Other,1895-11-14,2010-01-22,Pneumonia
Mahmood_Hussein_Mattan,Other,,1952-09-03,Capital punishment
Maidie_Norman,Artist,1912-10-16,1998-05-02,Lung cancer
Malcolm_Fraser_(philanthropist),Businessperson,,,Heart failure
Malcolm_Ross_(literary_critic),Other,1911-01-02,2002-11-04,Pneumonia
Man_Haron_Monis,Other,1964-05-19,2014-12-16,Ballistic trauma
Mandi_Schwartz,Other,1988-02-03,2011-04-03,Acute myeloid leukemia
Maniram_Dewan,Other,1806-04-17,1858-02-26,Hanging
Manuel_Summers,Other,1935-03-26,1993-06-12,Colorectal cancer
Manuel_Uribe,Other,1965-06-11,2014-05-26,Liver failure
Maqoma,Other,,,Robben Island
Marc_Aryan,Artist,"['1926-09-14', '1926-11-14']","['1985-09-30', '1985-11-30']",Cardiac arrest
Marc_Hodler,Other,1918-10-26,2006-10-18,Stroke
Marcel_Hillaire,Artist,1908-04-23,1988-01-01,Pulmonary embolism
Marcelo_H._del_Pilar,Other,1850-08-30,1896-07-04,Tuberculosis
Margaret_Alison_Telfer,Other,1904-10-21,1974-05-24,Coronary occlusion
Margaret_Fitzgerald_(supercentenarian),Other,1896-09-16,2009-10-20,Death by natural causes
Margaret_Hayes_Grazier,Other,1916-12-19,1999-07-09,Cancer
Margaret_Karcher,Businessperson,1915-03-02,2006-06-06,Hepatocellular carcinoma
Margaret_Pellegrini,Artist,1923-09-23,2013-08-07,Stroke
Matthew_Bucksbaum,Businessperson,1926-02-20,2013-11-24,Alzheimer's disease
Maudie_Prickett,Artist,1914-10-25,1976-04-14,Acute kidney injury
Maurice_Black,Artist,1891-01-14,1938-01-18,Pneumonia
Max_Blokzijl,Other,1884-12-20,1946-03-16,Execution by firing squad
Max_F._Schmittberger,Other,1851-07-27,1917-10-31,Pneumonia
Max_Greenberg,Other,,1933-04-12,Murder
Max_Rothmann,Other,1868-04-26,1915-08-12,Suicide
Mehdi_Mohammed_Zeyo,Other,,2011-02-20,Benghazi
Mehmed_Handžić,Other,1906-12-16,1944-07-26,Hernia
Meir_Tobianski,Other,1904-05-20,1948-06-30,Drumhead court-martial
Mel_Boozer,Activist,1945-06-21,1987-03-06,AIDS
Mel_Hunter,Artist,1927-07-27,2004-02-20,Bone tumor
Menachem_Froman,Activist,1945-06-01,2013-03-04,Colorectal cancer
Meral_Okay,Artist,1959-09-20,2012-04-09,Lung cancer
Merlyn_Mantle,Artist,1932-01-28,2009-08-10,Alzheimer's disease
Merwin_K._Hart,Politician,1881-06-25,1962-11-30,Myocardial infarction
Mia_Amber_Davis,Artist,1974-07-25,2011-05-10,Pulmonary embolism
Michael_Blodgett,Artist,"['1939-09-26', '1940-09-26']",2007-11-14,Myocardial infarction
Michael_Goldsmith,Other,1951-03-06,2009-11-01,Amyotrophic lateral sclerosis
Michael_Larson,Other,1949-05-10,"['1999-01-16', '1999-02-16']",Head and neck cancer
Michael_P._Grace,Businessperson,,1920-09-20,Myocardial infarction
Michael_Schildberger,Other,1938-04-04,2010-06-02,Prostate cancer
Michael_Sellers_(actor),Artist,1954-04-02,2006-07-24,Myocardial infarction
Michael_Shepherd_(psychiatrist),Other,1923-07-30,1995-08-21,Myocardial infarction
Michael_Wayne,Other,1934-11-23,2003-04-02,Systemic lupus erythematosus
Michael_Westergård_Jensen,Other,1916-10-25,1944-06-23,Execution by firing squad
Michella_Jougousa_Gununusa,Other,1806-09-28,1834-07-22,Tuberculosis
Michelle_Monkhouse,Other,1991-04-07,2011-02-17,Traffic collision
Michèle_Girardon,Artist,1938-08-09,1975-03-25,Suicide
Miguel_Rodriguez_(actor),Artist,"['1961-11-23', '1962-11-05']",1997-02-14,Pancreatitis
Margaret_Scott_(Salem_witch_trials),Other,,1692-09-22,Capital punishment
Margaret_Wright_(actress),Artist,1917-01-11,1999-08-20,Heart failure
Marguerite_Norris,Other,,1994-05-12,Heart failure
Maria_de_Jesus,Other,1893-09-10,2009-01-02,Septic shock
Maria_del_Carmen_Bousada_de_Lara,Other,1940-01-05,2009-07-11,Cancer
Marian_Hooper_Adams,Other,1843-09-13,1885-12-06,Suicide
Mariana_Bridi_Costa,Other,1988-06-18,2009-01-24,Urinary tract infection
Marie_Jean_Philip,Other,1953-04-20,1997-09-24,Pulmonary embolism
Marienetta_Jirkowsky,Other,1962-08-25,1980-11-22,Schießbefehl
Marietta_Peabody_Tree,Other,1917-04-17,1991-08-15,Breast cancer
Marilyn_Harris_(actress),Artist,"['1924-07-17', '1924-08-19']",1999-12-01,Cancer
Marilyn_Schreffler,Artist,1945-06-14,1988-01-07,Liver cancer
Mario_Francese,Other,1925-02-06,1979-01-26,Sicilian Mafia
Marion_Carpenter,Other,1920-03-06,2002-10-29,Chronic obstructive pulmonary disease
Marion_Cox,Other,1920-10-02,1996-10-13,Alzheimer's disease
Marion_Mack,Artist,1902-04-08,1989-05-01,Heart failure
Marion_Stamps,Activist,1945-05-28,1996-08-28,Heart failure
Marius_Fiil,Other,1893-05-21,1944-06-29,Ballistic trauma
Marjie_Lawrence,Artist,1932-01-21,2010-06-16,Ovarian cancer
Mark_Arnold-Forster,Artist,1920-04-16,1981-12-25,Colorectal cancer
Mark_Rosenberg,Other,1948-10-22,1992-11-06,Heart failure
Mark_Scott_(actor),Artist,1915-02-21,1960-07-13,Myocardial infarction
Mark_Sykes,Politician,1879-03-16,1919-02-16,1918 flu pandemic
Mark_Weil,Other,1952-01-25,2007-09-07,Murder
Markus_Liebherr,Businessperson,1948-03-30,2010-08-10,Myocardial infarction
Marlo_Lewis,Other,1915-09-15,1993-06-08,Heart failure
Marsden_Jones,Other,1920-12-20,1992-06-11,Aortic dissection
Marshall_Field_III,Businessperson,1893-09-28,1956-11-08,Brain tumor
Marshall_Miles,Artist,1926-12-16,2013-02-05,Complication (medicine)
Martha_Corey,Other,,1692-09-22,Capital punishment
Martha_Mansfield,Artist,1899-07-14,1923-11-30,Bacteremia
Marti_Caine,Artist,"['1944-01-26', '1945-01-26']",1995-11-04,Lymphoma
Martin_Elliott,Other,1946-07-12,2010-03-24,Cancer
Martin_McBreen,Other,,1911-10-04,Murder
Martin_van_Amerongen,Artist,1941-10-08,2002-05-11,Esophageal cancer
Martino_Martini,Other,1614-09-20,1661-06-06,Cholera
Marvin_Mirisch,Other,"['1918-03-19', '1919-03-19']",2002-11-17,Myocardial infarction
Mary_Castle,Artist,1931-01-22,1998-04-29,Lung cancer
Mary_Raftery,Artist,1957-12-21,2012-01-10,Ovarian cancer
Mary_Sibbet_Copley,Other,1843-06-19,"['1929-06-06', '1929-06-09']",Pneumonia
Maryse_Guy_Mitsouko,Artist,,,Suicide
María_Antonia_Santos_Plata,Other,1782-04-10,1819-06-28,Execution by firing squad
María_Isabella_Cordero,Other,,"['2010-04-15', '2010-04-16']",Drive-by shooting
María_Santos_Gorrostieta_Salazar,Politician,,2012-11-15,Traumatic brain injury
Mathew_Charles_Lamb,Other,1948-01-05,1976-11-07,Killed in action
Mike_Kurtz,Other,,1904-11-24,Tuberculosis
Mike_O'Connor_(journalist),Other,1946-02-08,2013-12-29,Myocardial infarction
Mike_Ragan,Artist,1918-02-18,1995-08-25,Chronic obstructive pulmonary disease
Mike_Saulter,Other,,1922-12-15,Heart failure
Millvina_Dean,Other,1912-02-02,2009-05-31,Pneumonia
Milton_Frome,Artist,1909-02-24,1989-03-21,Heart failure
Milton_McPike,Other,1939-10-09,2008-03-29,Adenoid cystic carcinoma
Milton_Subotsky,Artist,1921-09-27,1991-06-27,Cardiovascular disease
Minna_Planer,Artist,1809-09-05,1866-01-25,Myocardial infarction
Misael_Tamayo_Hernández,Other,1952-03-02,2006-11-10,Myocardial infarction
